Route,Resource,Strapi Status,Location,DOMAIN,Item_name,short_desc,long_desc,Logo_image_url,provider_id (Leave),max_quantity,min_quantity,tag_name,code,value,category name,category code,provider_name,provider_short_desc,provider_long_desc,provider_Logo_image_url,provider_id,provider_uri,sku,min_price,max_price,stock_quantity,stock_status,Address,City,State,Country,zip,latitude,longitude,gps,fulfillments
WY-120W,,,,Retail,Orange,Grocery,Everyday essentials and groceries,https://images.pexels.com/photos/1435735/pexels-photo-1435735.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Choice Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipN6iQg9WdstULzbpSV-kGLKm5CAfZD5XU0qSKwA=w408-h544-k-no,,http://choicemarket.co/?utm_source=GMB,Groc_003,1,20,500,Yes,"1770 Broadway, Denver, CO 80202, United States",Denver,Colorado,USA,80202,39.7212112,-105.157777,"39.7212112,-105.157777",STORE PICKUP
WY-120W,,,,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://images.pexels.com/photos/2479095/pexels-photo-2479095.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway Broadway,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNr8OaaeJ_IBSn42OXLyMLJmD_-lqzDjZe1j9TH=w426-h240-k-no,,https://local.safeway.com/safeway/co/denver/323-s-broadway.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,Groc_004,1,20,500,Yes,"323 S Broadway, Denver, CO 80209, United States",Denver,Colorado,USA,80209,39.7212112,-105.157777,"39.7212112,-105.157777",STORE PICKUP
WY-120W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.pexels.com/photos/317969/pexels-photo-317969.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway Broadway,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNr8OaaeJ_IBSn42OXLyMLJmD_-lqzDjZe1j9TH=w426-h240-k-no,,https://local.safeway.com/safeway/co/denver/323-s-broadway.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,Groc_004,1,20,500,Yes,"323 S Broadway, Denver, CO 80209, United States",Denver,Colorado,USA,80209,39.7212112,-105.157777,"39.7212112,-105.157777",STORE PICKUP
WY-120W,,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://images.pexels.com/photos/19572155/pexels-photo-19572155/free-photo-of-christmas-gingerbread-cookies-on-a-table.jpeg?auto=compress&cs=tinysrgb&w=600,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway Broadway,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNr8OaaeJ_IBSn42OXLyMLJmD_-lqzDjZe1j9TH=w426-h240-k-no,,https://local.safeway.com/safeway/co/denver/323-s-broadway.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,Groc_004,1,20,500,Yes,"323 S Broadway, Denver, CO 80209, United States",Denver,Colorado,USA,80209,39.7212112,-105.157777,"39.7212112,-105.157777",STORE PICKUP
WY-120W,Vishwa,Done,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://images.pexels.com/photos/568805/pexels-photo-568805.jpeg?auto=compress&cs=tinysrgb&w=600,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Fireside Market & Eatery,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOH1FIjMO_dZQ-zX6Rsa0Pm7ms21cQk9JPH5ae6=w408-h306-k-no,,https://www.facebook.com/firesidemkt/,Groc_005,1,20,500,Yes,"78337 US-40 B1665, Winter Park, CO 80482, United States",Winter Park,Colorado,USA,80482,39.9142623,-105.8597807,"39.9142623,-105.8597807",STORE PICKUP
WY-120W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.pexels.com/photos/375904/pexels-photo-375904.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Fireside Market & Eatery,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOH1FIjMO_dZQ-zX6Rsa0Pm7ms21cQk9JPH5ae6=w408-h306-k-no,,https://www.facebook.com/firesidemkt/,Groc_005,1,20,500,Yes,"78337 US-40 B1665, Winter Park, CO 80482, United States",Winter Park,Colorado,USA,80482,39.9142623,-105.8597807,"39.9142623,-105.8597807",STORE PICKUP
WY-120W,,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://images.pexels.com/photos/19572155/pexels-photo-19572155/free-photo-of-christmas-gingerbread-cookies-on-a-table.jpeg?auto=compress&cs=tinysrgb&w=600,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Fireside Market & Eatery,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOH1FIjMO_dZQ-zX6Rsa0Pm7ms21cQk9JPH5ae6=w408-h306-k-no,,https://www.facebook.com/firesidemkt/,Groc_005,1,20,500,Yes,"78337 US-40 B1665, Winter Park, CO 80482, United States",Winter Park,Colorado,USA,80482,39.9142623,-105.8597807,"39.9142623,-105.8597807",STORE PICKUP
WY-120W,,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://images.pexels.com/photos/913136/pexels-photo-913136.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway Fraser ,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNbYzGxTAbdXMTzSmZnNgIi0_5DELtC8GsXSZuD=w408-h306-k-no,,https://local.safeway.com/safeway/co/fraser/40-county-rd-804.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,Groc_006,1,20,500,Yes,"40 Co Rd 804, Fraser, CO 80442, United States",Fraser,Colorado,USA,80442,39.9142623,-105.8597807,"39.9142623,-105.8597807",STORE PICKUP
WY-120W,,,,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://images.pexels.com/photos/593099/pexels-photo-593099.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway Fraser ,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNbYzGxTAbdXMTzSmZnNgIi0_5DELtC8GsXSZuD=w408-h306-k-no,,https://local.safeway.com/safeway/co/fraser/40-county-rd-804.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,Groc_006,1,20,500,Yes,"40 Co Rd 804, Fraser, CO 80442, United States",Fraser,Colorado,USA,80442,39.9142623,-105.8597807,"39.9142623,-105.8597807",STORE PICKUP
WY-120W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.pexels.com/photos/2171643/pexels-photo-2171643.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway Fraser ,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNbYzGxTAbdXMTzSmZnNgIi0_5DELtC8GsXSZuD=w408-h306-k-no,,https://local.safeway.com/safeway/co/fraser/40-county-rd-804.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,Groc_006,1,20,500,Yes,"40 Co Rd 804, Fraser, CO 80442, United States",Fraser,Colorado,USA,80442,39.9142623,-105.8597807,"39.9142623,-105.8597807",STORE PICKUP
WY-120W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.pexels.com/photos/2171643/pexels-photo-2171643.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Stop N Save,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOpFitvwjl4tnDSJcltTaTHQzY9XxVz6LgdbuEB=w408-h306-k-no,,http://www.featherpetro.com/,Groc_007,1,20,500,Yes,"78415 US-40, Winter Park, CO 80482, United States",Winter Park,Colorado,USA,80482,39.9149939,-105.8634459,"39.9149939,-105.8634459",STORE PICKUP
WY-120W,,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://images.pexels.com/photos/2373520/pexels-photo-2373520.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Stop N Save,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOpFitvwjl4tnDSJcltTaTHQzY9XxVz6LgdbuEB=w408-h306-k-no,,http://www.featherpetro.com/,Groc_007,1,20,500,Yes,"78415 US-40, Winter Park, CO 80482, United States",Winter Park,Colorado,USA,80482,39.9149939,-105.8634459,"39.9149939,-105.8634459",STORE PICKUP
WY-120W,,,,Retail,Bacon ,"A bacon is a savory meat product typically made from pork belly that is cured, smoked, and sliced, offering a salty and flavorful addition to various dishes.","Bacon is a savory meat product derived from pork belly, characterized by its rich flavor and crispy texture. The bacon-making process involves curing the pork belly with salt and sometimes sugar, along with seasonings and spices, to impart flavor and preserve the meat. After curing, the bacon is often smoked using wood chips or liquid smoke, adding depth and complexity to its taste profile. Once cured and smoked, the bacon is sliced thinly and can be cooked by frying, baking, or grilling until crispy. ",https://images.pexels.com/photos/1930760/pexels-photo-1930760.jpeg?auto=compress&cs=tinysrgb&w=600,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Stop N Save,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOpFitvwjl4tnDSJcltTaTHQzY9XxVz6LgdbuEB=w408-h306-k-no,,http://www.featherpetro.com/,Groc_007,1,20,500,Yes,"78415 US-40, Winter Park, CO 80482, United States",Winter Park,Colorado,USA,80482,39.9149939,-105.8634459,"39.9149939,-105.8634459",STORE PICKUP
WY-120W,,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://images.pexels.com/photos/70497/pexels-photo-70497.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,City Market Granby,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipPah-UuRx05yxvF9AG0BxuICHb7Lt6oindJDUMl=w408-h306-k-no,,https://www.citymarket.com/stores/grocery/co/granby/granby/620/00446?cid=loc_62000446_gmb,Groc_008,1,20,500,Yes,"1001 Thompson Rd, Granby, CO 80446, United States",Granby,Colorado,USA,80446,40.0650125,-105.954517,"40.0650125,-105.954517",STORE PICKUP
WY-120W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.pexels.com/photos/1072786/pexels-photo-1072786.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,City Market Granby,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipPah-UuRx05yxvF9AG0BxuICHb7Lt6oindJDUMl=w408-h306-k-no,,https://www.citymarket.com/stores/grocery/co/granby/granby/620/00446?cid=loc_62000446_gmb,Groc_008,1,20,500,Yes,"1001 Thompson Rd, Granby, CO 80446, United States",Granby,Colorado,USA,80446,40.0650125,-105.954517,"40.0650125,-105.954517",STORE PICKUP
WY-120W,,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://images.pexels.com/photos/4110099/pexels-photo-4110099.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,City Market Granby,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipPah-UuRx05yxvF9AG0BxuICHb7Lt6oindJDUMl=w408-h306-k-no,,https://www.citymarket.com/stores/grocery/co/granby/granby/620/00446?cid=loc_62000446_gmb,Groc_008,1,20,500,Yes,"1001 Thompson Rd, Granby, CO 80446, United States",Granby,Colorado,USA,80446,40.0650125,-105.954517,"40.0650125,-105.954517",STORE PICKUP
WY-120W,,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://images.pexels.com/photos/775579/pexels-photo-775579.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Valley Foods IGA,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOtdEs-n04MccokJRIpv1KtLSBA5DJBA-RbVU8b=w426-h240-k-no,,https://www.igavalleyfoods.com/,Groc_009,1,20,500,Yes,"1120 S 1st St, Saratoga, WY 82331, United States",Saratoga,Wyoming,USA,82331,41.4858467,-106.9376374,"41.4858467,-106.9376374",STORE PICKUP
WY-120W,,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://images.pexels.com/photos/913136/pexels-photo-913136.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Valley Foods IGA,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOtdEs-n04MccokJRIpv1KtLSBA5DJBA-RbVU8b=w426-h240-k-no,,https://www.igavalleyfoods.com/,Groc_009,1,20,500,Yes,"1120 S 1st St, Saratoga, WY 82331, United States",Saratoga,Wyoming,USA,82331,41.4858467,-106.9376374,"41.4858467,-106.9376374",STORE PICKUP
WY-120W,,,,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://images.pexels.com/photos/593099/pexels-photo-593099.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Valley Foods IGA,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOtdEs-n04MccokJRIpv1KtLSBA5DJBA-RbVU8b=w426-h240-k-no,,https://www.igavalleyfoods.com/,Groc_009,1,20,500,Yes,"1120 S 1st St, Saratoga, WY 82331, United States",Saratoga,Wyoming,USA,82331,41.4858467,-106.9376374,"41.4858467,-106.9376374",STORE PICKUP
WY-120W,,,,Retail,Bacon ,"A bacon is a savory meat product typically made from pork belly that is cured, smoked, and sliced, offering a salty and flavorful addition to various dishes.","Bacon is a savory meat product derived from pork belly, characterized by its rich flavor and crispy texture. The bacon-making process involves curing the pork belly with salt and sometimes sugar, along with seasonings and spices, to impart flavor and preserve the meat. After curing, the bacon is often smoked using wood chips or liquid smoke, adding depth and complexity to its taste profile. Once cured and smoked, the bacon is sliced thinly and can be cooked by frying, baking, or grilling until crispy. ",https://images.pexels.com/photos/139746/pexels-photo-139746.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Country Store,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOnj88BHfrcUQCv56LTSF0nF1BSYG_OizUmb3hZ=w408-h544-k-no,,No website available,Groc_010,1,20,500,Yes,"303 S 1st St, Saratoga, WY 82331, United States",Saratoga,Wyoming,USA,82331,41.4527627,-107.7447257,"41.4527627,-107.7447257",STORE PICKUP
WY-120W,,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://images.pexels.com/photos/580612/pexels-photo-580612.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Country Store,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOnj88BHfrcUQCv56LTSF0nF1BSYG_OizUmb3hZ=w408-h544-k-no,,No website available,Groc_010,1,20,500,Yes,"303 S 1st St, Saratoga, WY 82331, United States",Saratoga,Wyoming,USA,82331,41.4527627,-107.7447257,"41.4527627,-107.7447257",STORE PICKUP
WY-120W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.pexels.com/photos/19572155/pexels-photo-19572155/free-photo-of-christmas-gingerbread-cookies-on-a-table.jpeg?auto=compress&cs=tinysrgb&w=600,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Country Store,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOnj88BHfrcUQCv56LTSF0nF1BSYG_OizUmb3hZ=w408-h544-k-no,,No website available,Groc_010,1,20,500,Yes,"303 S 1st St, Saratoga, WY 82331, United States",Saratoga,Wyoming,USA,82331,41.4527627,-107.7447257,"41.4527627,-107.7447257",STORE PICKUP
US-20 W,,,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://images.unsplash.com/photo-1613462847848-f65a8b231bb5?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Walmart Supercenter,Daily Essentials,Retail hub offering variety for shoppers,https://www.tailorbrands.com/wp-content/uploads/2022/09/walmart-logo-6.jpg,,https://www.walmart.com/,Groc_111,1,20,500,Yes,"585 Jeffres St, Chadron, NE 69337",Chadron,Wheatland,Wyoming,USA,,,"42.047805, -104.956857",STORE PICKUP
